Fire_Size,Fire_Size_Class,Fire_Cause,Latitude,Longitude,State,Discovery_Month,Discovery_Date,Discovery_Year,Vegetation,Fire_Magnitude,Temp_Pre_30,Temp_Pre_15,Temp_Pre_7,Temp_Present,Wind_Pre_30,Wind_Pre_15,Wind_Pre_7,Wind_Present,Hum_Pre_30,Hum_Pre_15,Hum_Pre_7,Hum_Present,Prec_Pre_30,Prec_Pre_15,Prec_Pre_7,Prec_Present
2,B,Miscellaneous,30.6431,-88.7678,MS,Feb,1/9/2006,2006,12,0.1,15.58823529,15.0952381,14.98089172,14.64285714,3.964705882,4.122539683,4.335031847,4.277460317,69.9032882,65.16176471,67.83458647,68.88245931,51.6,25.1,24.1,27.8
1,B,Missing/Undefined,43.3497,-98.79339998,SD,Aug,7/24/2006,2006,9,0.1,24.14534161,22.43584158,21.36470588,16.56519453,4.295218295,4.433864542,3.979452055,4.105473684,70.64910432,78.01629328,77.875,77.0252193,113.5,96.2,34,77.2
1.1,B,Debris Burning,32.27,-84.2986,GA,Sep,8/12/1999,1999,12,0.1,27.44550336,27.12540984,27.03793103,22.40415301,2.163624161,2.061748634,2.209770115,3.048630887,66.53422819,61.48907104,65.25287356,67.80093132,17.1,0.3,0.3,45.9
2,B,Debris Burning,26.93917,-81.95805,FL,Feb,1/9/2007,2007,12,0.1,17.14413043,15.49090909,16.8201005,17.74848812,3.963043478,4.42,4.861306533,3.514578834,72.64744287,69.34772727,70.53266332,70.6504329,22.1,17.9,6.9,26.5
0.75,B,Lightning,30.97298,-92.81493,LA,Mar,2/17/2010,2010,12,0.1,11.09249471,14.15263158,13.26055556,16.60539374,1.159302326,0.962938596,0.980555556,1.564902808,73.44787234,71.93612335,64.79444444,70.68152174,58.6,2.3,0.3,30.8
0.6,B,Debris Burning,34.0697,-83.9928,GA,Nov,10/8/1999,1999,16,0.1,14.60714286,12.52394366,12.31325301,12.71910112,3.372714286,3.171267606,3.543975904,2.73988764,67.7453125,59.2539185,61.77692308,65.08472012,65.3,40.7,40.7,83.4
3.5,B,Debris Burning,32.5042907,-94.6449162,TX,Nov,10/31/2013,2013,12,0.1,13.95347594,12.66993988,4.571563981,9.852760736,2.130160428,2.496593186,2.409478673,2.40408998,77.90131579,79.76569038,82.15609756,79.83740701,187.4,83.7,58.3,23.7
6.4,B,Debris Burning,47.16792,-68.55042,ME,May,4/7/2007,2007,15,0.1,2.309360519,4.553663366,3.597154472,10.73923155,4.856255792,4.445346535,4.910162602,3.910212336,68.00478469,66.3164557,72.61440678,62.75899673,32.2,13.7,6.6,46.2
0.86,B,Arson,40.8301,-73.0211,NY,Jul,6/24/2014,2014,15,0.1,23.58134593,23.55328467,23.00952381,22.52120098,3.993860685,3.472262774,2.925,3.385135135,71.94451004,71.98783455,65.17261905,69.71428571,69.4,42,3.8,365.7
5,B,Miscellaneous,42.67,-71.32,MA,Apr,3/13/2002,2002,4,0.1,4.864137087,7.883544304,7.220994475,9.88512035,3.463892289,3.760759494,3.707734807,3.301094092,63.10495627,58.94602273,56.40963855,63.02199662,81.9,33.8,2.3,76.6
1,B,Debris Burning,32.89692998,-97.56453001,TX,Apr,3/3/2006,2006,12,0.1,15.71824249,13.60163934,19.93009709,21.55402567,4.890656285,4.897131148,5.595631068,4.645624271,61.21896163,68.40336134,62.54854369,59.56942824,76.6,73.3,0.5,73.7
1,B,Arson,47.60314008,-95.53001394,MN,Apr,3/17/2005,2005,15,0.1,4.76064333,9.629182156,11.10978044,7.507699487,3.478882576,4.184479554,4.321756487,4.72394958,56.04597156,50.44651163,52.6007984,57.44024276,269.6,269.3,16.3,28.4
25,C,Arson,35.53022997,-91.52230001,AR,Apr,3/3/2003,2003,15,1,10.99051896,13.02926829,11.22465209,16.87801418,2.940568862,3.257463415,3.481510934,3.41948912,63.00862069,58.0770751,54.22908367,60.98169557,269.2,269.2,15.2,42.5
4,B,Arson,41.869337,-124.212296,CA,Jul,6/18/2009,2009,15,0.1,11.78121457,11.93001464,11.83595506,13.58047458,2.792145749,2.214348463,2.038483146,2.404613297,87.12163617,88.69279661,89.70588235,87.02724077,2,1.4,1.1,3
35,C,Miscellaneous,32.85474005,-93.60353084,LA,Jun,5/19/2005,2005,12,1,25.90616279,27.47783133,28.22134831,27.5873592,2.645348837,3.221204819,2.595505618,2.415894869,68.72906977,66.80481928,63.66292135,66.90537084,26.4,13.4,1,133.6
2,B,Debris Burning,33.26133,-80.70677,SC,Feb,1/11/2008,2008,16,0.1,8.601273885,11.05158371,13.97699531,12.07018072,2.770169851,2.701131222,2.410328638,3.561044177,71.30010718,67.66743649,72.67961165,69.27887617,67.7,23.3,10.3,104.8
1,B,Miscellaneous,32.51661,-95.90836,TX,Mar,2/23/2008,2008,12,0.1,12.24684685,14.64472656,15.60513834,17.6226321,5.094494494,4.799023437,6.264031621,4.76440678,68.88128773,69.74753452,68.13438735,71.36763237,127.9,97.9,78.5,112.9
1,B,Debris Burning,31.516362,-96.378422,TX,Jul,6/4/2010,2010,12,0.1,27.41354582,27.41878788,26.4528777,28.43478747,3.840737052,3.534545455,3.65323741,3.335682327,76.87090164,77.28810021,82.0610687,74.13416009,125,73.4,72.9,52.9
1,B,Miscellaneous,35.1833,-80.3833,NC,Nov,10/30/2002,2002,15,0.1,9.732016925,8.117142857,7.018404908,4.838297872,2.366713681,2.312571429,2.711656442,3.103404255,73.13735343,70.66139241,63.36196319,65.13915858,112.4,31.5,0.3,84.4
11,C,Campfire,30.59655,-88.38528,AL,Sep,8/6/1994,1994,12,1,26.1475,25.83611111,25.88095238,23.75875,2.900833333,2.772777778,2.732738095,3.347638889,77.76911765,78.01497006,79.09395973,77.36552749,112,90.5,36.4,617.6
2,B,Debris Burning,38.5986,-83.3317,KY,Nov,10/30/1997,1997,0,0.1,5.582294264,3.992518703,6.994219653,3.511627907,3.096259352,3.166583541,3.365895954,2.944534884,71.74904943,71.96969697,65.03571429,76.21723731,50.1,33.8,9.4,85.7
1,B,Miscellaneous,33.772019,-117.24943,CA,Sep,8/10/2011,2011,16,0.1,24.05395232,26.59672131,25.87085714,19.21022605,2.1804266,2.187978142,2.099428571,2.117115178,51.57238606,43.58082192,43.17714286,66.23031026,0.8,0.8,0.8,3.8
8,B,Missing/Undefined,31.362689,-90.870118,MS,Apr,3/13/2008,2008,12,0.1,18.0455602,19.90083411,19.45129225,18.68564815,4.179823338,3.715477294,3.709741551,3.172824074,65.28498373,73.38276182,71.71570577,65.94861111,31.5,30.5,29.2,57.5
20,C,Debris Burning,32.42788998,-95.61002999,TX,Sep,8/14/2006,2006,12,1,27.9359375,25.71659836,25.68362832,23.5036036,2.9015625,2.338729508,2.334070796,3.633220721,58.3125,58.13319672,56.47345133,60.09797297,100.7,41.3,22,53.8
40,C,Arson,31.1222,-88.1164,AL,Feb,1/15/2002,2002,12,1,13.22557078,11.18226121,8.786486486,11.92550143,3.889674419,3.905675147,3.00990991,3.867717287,78.27459016,74.76639344,74.64485981,64.68014706,122.4,80.8,27,266.8
2,B,Debris Burning,34.445,-79.95222,SC,Oct,9/3/2009,2009,16,0.1,22.29627907,21.99628942,19.63888889,16.69399162,2.423518432,2.489219331,2.814741036,2.789184149,69.61595894,69.9302974,63.67928287,73.9020979,10.2,7.9,1.5,70.5
5,B,Smoking,34.92,-95.5342,OK,Feb,1/28/1999,1999,16,0.1,10.88591549,9.395543175,9.784431138,10.42708333,4.136338028,4.219777159,4.270658683,4.142361111,65.16244411,58.06232295,65.29813665,62.74893617,24.7,11.7,10.2,109.1
2,B,Smoking,35.0783,-79.0183,NC,Jun,5/26/1993,1993,15,0.1,25.59478138,26.68764045,27.2257485,28.42371429,2.380659026,2.779603399,3.233939394,2.531,62.10760402,61.9490085,59.78787879,66.02582496,67.1,43.1,0.5,135.9
1,B,Debris Burning,33.27203002,-93.8722,AR,Apr,3/15/2006,2006,16,0.1,15.7174359,20.33160173,19.14393939,21.32565445,3.137333333,3.483333333,3.189393939,3.155078534,70.26231386,71.00656455,66.34715026,74.57465091,139.2,21.4,14.2,81.5
3.53,B,Debris Burning,32.50506163,-83.81197748,GA,Mar,2/4/2009,2009,12,0.1,10.08062016,9.987570621,9.920529801,15.36816741,3.090600775,3.662335217,3.678145695,2.335827521,65.49509804,64.61728395,72.28877005,71.16666667,90,86.2,49.1,239.1
2,B,Equipment Use,32.03528001,-95.30611,TX,Dec,11/21/2003,2003,12,0.1,10.10619684,8.048058252,7.439361702,10.80310559,4.464398542,4.339805825,3.890957447,4.419314642,64.710199,63.76485149,58.10326087,68.69902913,30.5,25.2,2,66
3,B,Debris Burning,47.75485979,-95.17575207,MN,Apr,3/24/2004,2004,15,0.1,3.553151458,3.346691519,5.898406375,8.225490196,3.93480715,3.830661696,3.887450199,4.68411215,61.75094518,59.62534949,64.45418327,51.9682243,8.2,7.7,6.4,67.5
1,B,Miscellaneous,32.7633,-89.4103,MS,Jun,5/19/2007,2007,12,0.1,24.20155902,26.52421525,26.99259259,24.73292469,2.151457399,2.411764706,1.722340426,1.76437613,66.47533632,64.87104072,59.75531915,78.75412844,63.6,35.6,0.6,285.6
12,C,Debris Burning,36.9533,-83.8522,KY,Nov,10/20/1997,1997,0,1,5.982367758,3.586448598,1.352331606,3.827210884,2.2,2.295794393,2.759585492,2.139591837,77.89580318,81.55614973,78.62573099,75.98804185,74.2,42.9,21.6,66.9
1,B,Miscellaneous,33.36512,-92.53029,AR,Feb,1/26/2007,2007,16,0.1,6.923934426,9.731101512,14.25945946,15.10986359,3.053333333,3.799784017,3.995945946,2.499895068,70.13271246,66.76112412,65.62121212,70.56699889,44.9,29.7,1,113.3
2,B,Debris Burning,37.29615,-92.51763,MO,Mar,2/7/2000,2000,0,0.1,10.37360179,14.30516432,12.02970297,11.84598214,5.10045045,5.602816901,4.198019802,4.489189189,55.91452991,52.81122449,55.14772727,52.53543307,42.2,15.5,15,23.4
2,B,Debris Burning,29.61443999,-82.69860997,FL,May,4/11/2004,2004,12,0.1,20.12206983,21.89156328,21.6315508,25.2034398,2.239775561,2.282382134,1.837967914,2.139237392,69.80500659,69.36031332,65.0923913,74.76264591,51.8,12,2.2,205.8
4,B,Debris Burning,33.55432999,-81.10319,SC,Apr,3/15/2006,2006,16,0.1,13.78607022,17.62031603,16.69292453,19.87899891,2.856398641,3.059593679,2.55990566,3.106420022,53.875,54.16590909,56.89099526,61.53777778,65.8,20.4,20.4,68
5,B,Debris Burning,31.1806,-88.0653,AL,Jul,6/3/2000,2000,12,0.1,25.59989848,26.08789683,25.24596774,27.95818182,2.62174359,2.311445783,2.254098361,2.617640693,77.4248366,80.05732484,82.48,71.97600872,154.9,90.4,57.4,191.8
5,B,Children,28.9819,-82.1944,FL,Apr,3/8/2002,2002,12,0.1,20.21115974,20.34296029,20.63342318,23.59253945,2.29375,2.252898551,2.424324324,2.157443753,69.73474178,70.5681382,73.4180791,69.84006211,10.9,10.9,10.9,45.3
5,B,Miscellaneous,32.9994,-80.695,SC,Dec,11/23/2000,2000,12,0.1,6.857355126,6.406349206,3.303571429,0.325581395,2.760267857,3.06984127,3.339880952,2.56744186,66.32409012,65.16544118,66.01960784,53.53684211,18.6,8.9,8.9,14
110.3,D,Lightning,41.1567,-116.0739,NV,Jul,6/18/2007,2007,15,3,24.26769852,26.46194226,26.72688172,24.79283276,2.57100271,2.528346457,2.966129032,2.474657534,21.7734057,23.83157895,27.14516129,32.31849315,0.8,0.8,0.8,0.8
5,B,Lightning,34.3667,-80.5167,SC,May,4/14/2001,2001,16,0.1,20.42757009,22.73658537,22.98,25.25290023,3.953571429,3.334285714,3.56,3.346867749,52.13736264,50.46285714,52.3,64.24065421,60,36.9,36.9,95.1
1,B,Debris Burning,33.4728,-80.9653,SC,Jul,6/9/2000,2000,16,0.1,26.12962963,26.07002801,26.49101796,26.34217877,2.202136752,2.157983193,2.167065868,1.318296089,71.82988871,72.63636364,70.23178808,74.89156627,106.2,86.9,2.5,15.1
20,C,Missing/Undefined,34.37783001,-95.58500001,OK,Mar,2/9/2005,2005,16,1,9.394736842,8.595464853,10.77676768,12.45864486,3.414449541,2.979138322,3.442424242,4.706892523,69.88615023,68.95081967,65.72340426,64.43876338,27.5,5.6,0.3,77.9
1.5,B,Debris Burning,31.8244,-84.2772,GA,Mar,2/15/1999,1999,12,0.1,11.11639344,11.01073059,10.37969543,18.26543062,3.475498242,4.114187643,4.192893401,2.776555024,59.57091776,56.86605081,58.00510204,61.07833537,102.7,50.1,41.4,27.5
5,B,Miscellaneous,34.7897,-95.8178,OK,Mar,2/14/2001,2001,16,0.1,8.507764391,9.833928571,11.44863388,14.35304799,3.735207497,3.180952381,3.82568306,4.031776913,75.74293785,70.78360656,66.86624204,67.81595092,130.2,11.2,5.9,23
2,B,Miscellaneous,31.664194,-94.997063,TX,Jun,5/16/2010,2010,12,0.1,26.77413219,26.98393195,27.062,27.9916318,2.480391221,2.561800948,3.11743487,2.231395349,62.02528626,64.88720379,66.57114228,63.01488372,61.2,57.3,49.9,68.5
10,C,Debris Burning,29.04629,-98.67649,TX,May,4/4/2013,2013,12,1,20.19468485,19.79458175,21.22292089,25.0038602,3.450070588,3.211132255,3.019512195,3.656494523,64.44221585,61.79649464,69.53668763,63.81272822,55.5,39.3,35,29
4.5,B,Lightning,31.69696873,-82.22509789,GA,Jun,5/12/2007,2007,12,0.1,22.28236607,23.37735849,26.54271357,25.40421053,2.838058036,3.498113208,3.01959799,2.072526316,67.97541899,73.15801887,68.22110553,73.02631579,130,121.3,18.5,72.7
1,B,Debris Burning,34.19406,-92.44496,AR,Jul,6/5/2010,2010,16,0.1,28.12330211,28.16512702,27.0513089,28.19829932,2.650702576,2.674364896,3.178534031,2.280498866,70.29073857,70.41435185,69.82198953,75.43424036,72.5,45.6,16.6,71.4
2,B,Debris Burning,47.17398,-121.05123,WA,May,4/5/2008,2008,15,0.1,-0.539130435,0.100871249,1.137171717,2.772046589,2.790211433,2.645088409,2.771725572,3.441498559,83.91811024,83.56367226,84.75313808,88.48181818,78.1,63.9,25.4,22.9
1,B,Arson,41.586317,-74.494453,NY,Aug,7/2/1999,1999,15,0.1,21.72105997,22.38172043,22.29378531,18.73220974,2.461506276,2.10483871,2.169491525,2.316510319,69.69252874,69.85236769,67.79289941,72.22080679,96.4,39.9,17.3,55.5
1,B,Debris Burning,35.52111111,-120.4538889,CA,Nov,10/29/2005,2005,15,0.1,14.09316038,13.92790698,12.20081967,11.7445932,2.360259434,2.092790698,2.392213115,1.977342945,65.02547771,58.55269923,66.36945813,76.57127193,22.2,1.1,1.1,35.3
3,B,Equipment Use,30.18,-82.19,FL,May,4/5/1997,1997,12,0.1,19.3505305,20.87585302,21.59418605,22.06366083,3.362997347,3.482939633,3.234883721,2.367250674,71.58394161,75.15542522,74.46710526,75.46898638,269.8,243.9,68.9,97.4
2,B,Miscellaneous,34.873,-112.5633,AZ,Jul,6/25/2000,2000,16,0.1,24.26291391,25.52841823,26.42122905,24.31242158,3.559840426,3.345698925,3.512921348,3.155102041,38.04793609,32.88172043,34.08988764,49.52307692,51.4,27,10.7,90.7
80,C,Debris Burning,33.78278,-95.79222,TX,Mar,2/15/2008,2008,16,1,9.494628678,10.43032015,13.21255061,15.02131603,4.981626928,5.150753296,4.081578947,5.591566265,68.01086957,68.95931883,67.06748466,67.73078782,145.2,93.8,30,227.9
2,B,Lightning,41.27611111,-121.5138889,CA,Apr,3/26/2000,2000,15,0.1,7.830242511,7.563739377,6.81595092,10.50631136,2.682881598,2.816997167,2.733742331,3.11486676,60.1760355,69.27439024,70.82758621,58.18848921,30.9,30.4,17.2,41
4,B,Debris Burning,38.27526607,-82.35788175,WV,Mar,2/11/2006,2006,0,0.1,4.395085066,6.928683694,10.235,8.468715084,2.831852552,2.618860511,2.43125,2.716759777,60.12287335,55.53438114,61.3875,61.71455224,60.6,22.6,21.6,131
1,B,Equipment Use,37.0671731,-93.95931714,MO,Mar,3/1/1996,1996,0,0.1,4.318095238,5.023798077,4.510880829,11.63900119,5.038782816,4.997826087,5.440837696,5.16452381,59.68466258,62.67076167,74.14673913,59.92473118,14,12.7,10.9,136.1
150,D,Debris Burning,29.8671,-99.2651,TX,Oct,9/15/2009,2009,12,3,21.59018519,21.53148148,19.20198413,15.47561428,2.625046296,2.980277778,2.921230159,2.595085767,75.4662037,78.74074074,82.93055556,72.26044568,45.6,16.7,14.4,70.3
0.54,B,Powerline,45.57461,-88.02885,WI,Apr,3/16/2010,2010,15,0.1,5.343710292,7.857793765,4.843478261,8.868261965,3.213248408,3.580095923,4.148309179,3.853467844,57.09833972,60.98072289,60.7826087,56.31904161,7.2,7.2,3.1,20.4
1,B,Arson,37.9778,-83.0569,KY,Mar,2/26/1999,1999,0,0.1,4.17027833,5.48954918,6.19342723,14.37710438,3.299403579,3.032991803,2.468544601,2.848821549,67.03419689,61.78555799,62.25615764,58.0554855,106.3,30.8,8.2,58.3
1,B,Equipment Use,31.6744,-89.9378,MS,Aug,7/17/2004,2004,12,0.1,25.51308411,24.75538894,22.78714859,24.80738523,1.181252922,1.737804878,2.057028112,1.318681319,72.4745208,70.39305816,72.23493976,75.78989899,77.6,38.7,38.7,40.4
200,D,Debris Burning,44.8426,-96.8337,SD,May,4/4/2009,2009,15,3,8.808105604,10.54481481,10.59920635,16.16349578,5.052200093,5.66537037,5.801587302,4.596438613,60.23059042,64.15018657,66.0695825,57.01171509,11,10.2,9.4,17.8
9,B,Lightning,62.35035,-146.233067,AK,Jun,5/21/2015,2015,0,0.1,13.72833914,13.48587963,17.53065327,17.02589286,3.544847775,4.429742389,3.567179487,2.097321429,49.52224824,48.51522248,40.58461538,59.52678571,35.4,31.8,20.8,1
1,B,Equipment Use,30.42,-86.81,FL,Sep,8/9/1997,1997,12,0.1,27.85621762,27.48793566,27.49425287,25.92729592,3.376165803,3.41152815,3.636781609,3.524362245,72.80208333,70.08894879,70.98255814,71.96218487,16.4,5,2.5,92.5
2.5,B,Railroad,27.64,-81.46,FL,Mar,2/21/1992,1992,12,0.1,21.16291391,20.14785714,21.24782609,22.45567766,2.374503311,2.62,3.076811594,2.791575092,67.49337748,61.52142857,59.88405797,65.46616541,69,18,2,26.5
1,B,Debris Burning,32.3003126,-94.6193968,TX,Feb,1/9/2015,2015,12,0.1,8.673003033,10.21360691,7.77944664,9.979806763,2.431072874,2.650323974,2.539130435,2.623620523,76.34174553,72.56140351,83.15853659,80.07232704,63.9,10.3,5.5,66.9
1,B,Debris Burning,31.5533,-88.5583,MS,Aug,7/6/2006,2006,12,0.1,26.92497626,26.56908213,26.658,26.97951583,1.704890788,1.628309179,1.3654,1.448556797,72.47042716,75.21939954,76.64470588,73.16109914,39.1,36.3,34.8,425.4
14.6,C,Debris Burning,31.9961,-84.7414,GA,Mar,2/26/1999,1999,12,1,12.7764294,13.09631336,13.242723,20.05066505,3.511799065,3.305760369,2.938028169,3.119951632,57.06745562,58.03738318,60.94230769,62.58990148,108.8,63.3,23.4,5.1
3,B,Campfire,38.2912379,-81.79345105,WV,Apr,3/20/2006,2006,0,0.1,10.87558984,14.70680529,18.48185328,14.91893158,2.472413793,2.679395085,2.76988417,2.261199625,64.02183803,57.47348485,59.00387597,65.8741784,172,113.4,63.6,121.6
140,D,Arson,37.4103,-83.3944,KY,Oct,9/28/2001,2001,0,3,13.82342007,13.39580247,14.3483871,11.67263294,2.569962453,3.02,3.33655914,2.135816993,62.09183673,61.16296296,58.25268817,52.18733509,35.8,23.6,10.2,38.3
5,B,Miscellaneous,32.5342,-92.9911,LA,Nov,10/7/1999,1999,12,0.1,17.46428571,15.8028169,15.43113772,14.53717472,2.026857143,2.381126761,3.156886228,2.790334572,67.96129032,63.81470588,67.08074534,69.17970402,78.1,37.4,37.4,65.8
11,C,Equipment Use,25.56,-80.39,FL,Feb,1/6/2000,2000,12,1,18.06900585,17.06928406,19.29824561,18.85594238,3.331242604,3.404235294,3.034375,3.278308824,72.81487342,74.41764706,78.86390533,72.52786885,8.6,7.2,3.6,20.1
3,B,Debris Burning,39.68389,-78.01417,MD,Mar,2/13/2008,2008,0,0.1,2.207520891,4.695670103,4.297637795,8.219812304,3.659205426,4.284742268,3.761023622,3.505005214,71.6038835,68.17319588,71.98031496,66.96760711,78.1,64.5,11.7,53
1.8,B,Miscellaneous,31.362,-110.9216,AZ,Jul,6/4/2010,2010,12,0.1,27.60245566,29.27849462,29.84382022,25.68566703,3.064938608,2.947043011,3.284831461,2.356449835,20.38472033,19.52956989,23.15730337,58.07692308,0.3,0.3,0.3,77.6
5,B,Arson,33.7289,-86.5953,AL,Feb,1/23/2000,2000,16,0.1,7.215825688,12.9557377,12.79897436,14.3902924,3.24614486,3.162411348,3.332307692,3.5,70.28047337,70.47016706,70.05154639,64.18646232,81.6,22.1,2.8,256.6
19,C,Lightning,34.5269,-80.9475,SC,Apr,3/19/2002,2002,16,1,15.13037634,16.65865385,19.01449275,19.59004739,2.666397849,2.517788462,2.109661836,2.970462633,64.23779528,63.86549708,72.65408805,68.08408797,34.9,14,5.9,59.4
18,C,Arson,35.0167,-79.2,NC,Nov,10/11/2000,2000,15,1,15.29342105,14.66580977,15.83743842,6.409371147,1.644563758,1.677748691,1.511055276,2.450943396,67.59407407,68.19308357,73.35882353,68.41473988,10.7,10.7,10.7,71.3
335,E,Arson,30.9611,-88.3692,AL,Feb,1/11/2000,2000,12,10,10.05786228,6.441558442,7.199126638,17.2759058,3.320803296,2.909565217,1.796035242,3.57919708,66.15233786,63.74622356,64.13043478,76.11568409,60.9,18.7,6.4,30.2
2,B,Railroad,29.08,-81.9,FL,Mar,2/24/2000,2000,12,0.1,19.80622348,20.13483146,20.37724551,20.82394366,3.086704385,3.471348315,3.835928144,2.905774648,69.2027439,68.90560472,70.89171975,66.01788376,4.5,2.7,0.6,22.2
1,B,Smoking,35.1917,-79.1617,NC,Jul,6/5/1993,1993,15,0.1,27.06331445,27.44971751,28.37361963,28.61463068,2.635185185,2.661079545,2.428220859,2.74002849,61.9002849,62.46590909,64.3190184,66.17310443,74.4,31.8,17.3,109.6
2,B,Debris Burning,35.8083,-81.2083,NC,Feb,1/26/1995,1995,15,0.1,3.892844037,6.155648536,9.085840708,12.39420935,3.035229358,3.161506276,3.765486726,3.261383929,51.84786642,50.57692308,48.44545455,51.18949772,1607,357,357,513
2,B,Missing/Undefined,31.636126,-91.090845,MS,Mar,2/5/2009,2009,12,0.1,12.33968401,11.15027829,10.37425743,16.17724495,4.014219331,4.043784787,4.356039604,3.414292431,59.72537175,56.55473098,57.31089109,67.49341486,8,0.8,0.8,182.1
2,B,Equipment Use,33.46681,-80.91616,SC,Dec,11/3/2007,2007,16,0.1,11.83621302,12.68300654,11.78769841,12.1981922,2.230650888,2.238997821,1.791269841,2.454440154,65.88875598,69.63938053,74.05263158,77.58333333,6.7,6.1,4.1,156.5
20,C,Equipment Use,30.04,-82.85,FL,Mar,2/26/1999,1999,12,1,14.93053435,15.20666667,15.37083333,20.57900641,2.825840979,2.689722222,2.4875,2.713942308,68.26424051,69.01724138,69.11392405,70.78619529,1.4,0.6,0.3,0.9
2.2,B,Debris Burning,35.18615,-81.08189,NC,Apr,3/6/2009,2009,15,0.1,12.10725022,13.25106383,14.49222615,15.90875831,2.010521662,1.73797054,1.797526502,1.723392461,74.69108911,76.92673993,75.71863118,66.33957845,93,55.9,32,78.5
1.5,B,Arson,37.1367,-83.2225,KY,Apr,3/8/2000,2000,0,0.1,10.8753032,12.72329412,12.71272727,12.83313373,3.06509434,3.203241895,3.519900498,2.626914661,57.61891516,54.98670213,56.13068182,66.56679637,87.9,46.1,39.7,109.1
100,D,Debris Burning,35.64,-84.09,TN,May,4/22/1997,1997,15,3,15.22910849,16.33995215,18.49105263,19.22212726,3.513533835,3.521770335,3.912631579,2.798480532,67.25769231,62.77202073,61.97326203,82.75516529,157.5,64,54.4,183
0.8,B,Debris Burning,31.4122,-81.9167,GA,Jun,5/4/1998,1998,12,0.1,25.97965116,28.55063291,28.3902439,30.74744898,3.334593023,3.468987342,3.409756098,4.238520408,63.33333333,61.1835443,69.03658537,55.84693878,5.1,5.1,5.1,8.4
30,C,Debris Burning,37.612148,-82.992073,KY,Apr,3/20/2014,2014,0,1,9.69813176,12.51833333,11.942723,16.81475904,2.466432161,2.47130621,2.386407767,1.452066116,60.75879397,59.81156317,54.95631068,67.20557851,109.4,61,7.4,107
5,B,Missing/Undefined,35.11936,-82.86617,NC,May,4/5/2008,2008,15,0.1,17.18932764,18.91053864,17.82903226,21.15802616,2.187393162,2.304929577,2.416129032,2.782639715,64.89008621,62.01877934,64.6359447,65.13436385,82.1,35.8,30.7,45.7
2,B,Debris Burning,34.4722,-92.7411,AR,Mar,2/21/1997,1997,16,0.1,13.31358382,14.94603175,15.4,16.36247723,3.903468208,3.578095238,3.657419355,4.138615665,69.32764505,64.93189964,63.01459854,52.80114723,257.3,64,16,74.5
2,B,Lightning,34.47984,-79.48415,SC,Apr,3/21/2008,2008,16,0.1,14.08864758,15.5,13.58823529,18.22183908,3.726554788,3.293213573,3.458235294,3.5446186,71.78712357,72.71428571,55.57058824,72.82532751,90.6,77.6,2.5,59.4
13,C,Arson,37.53623059,-81.29947665,WV,Oct,9/20/2007,2007,0,1,18.51589404,16.90513347,17.40820513,9.846522556,2.787086093,2.946406571,2.979487179,3.753853383,62.0816777,63.84188912,59.15897436,66.125,17.6,17.6,0.3,130
15,C,Arson,30.4,-88.43333333,MS,Feb,1/12/1997,1997,12,1,10.77424094,11.9459893,11.55650224,15.62402235,3.62820764,3.316399287,3.668609865,4.247765363,74.42307692,82.24586288,79.32093023,78.11809045,97.7,45.1,16.8,138.8
2,B,Arson,31.03416667,-89.03361111,MS,Nov,10/23/1999,1999,12,0.1,14.20949721,14.78151261,14.01807229,16.27777778,1.196078431,1.077247191,1.475903614,0.919444444,69.00998573,69.96541787,65.99378882,87.47457627,4.9,0.3,0.3,3
1,B,Children,34.23487998,-92.11815002,AR,Aug,7/19/2006,2006,16,0.1,28.8622688,29.21616915,28.49695431,25.59039474,3.258939581,3.015920398,2.915736041,2.463684211,63.90505549,64.50497512,67.32994924,64.29868421,67.6,36.6,9.7,24.4
10,C,Miscellaneous,28.9099412,-96.8315725,TX,Jun,5/18/2013,2013,12,1,26.57936585,26.6115942,27.48952772,28.09575569,4.054878049,2.804637681,2.900616016,3.383747412,78.35707317,78.62898551,78.94250513,71.63975155,45,45,7.9,6.1
5,B,Arson,32.7328,-89.7833,MS,May,4/10/2007,2007,12,0.1,19.4941704,21.72745995,22.91,23.67120292,2.984785134,2.496551724,2.725,2.625822168,67.88719154,70.1275,75.54672897,66.54222766,53,29.7,29.7,13.5
15,C,Lightning,33.4667,-81.6167,SC,Jun,5/26/2000,2000,16,1,25.50142045,26.43641618,26.375,26.78571429,2.524573864,2.217052023,2.114285714,1.80952381,66.41167192,71.34185304,75.59333333,71.7887538,56,19.3,19.3,99.7
2096,F,Miscellaneous,48.0072,-120.2425,WA,Jul,6/4/2013,2013,15,50,19.39192708,19.60247525,24.17988506,24.42803235,3.011096606,2.701741294,3.117816092,3.93787062,54.39164491,65.06965174,54.00574713,34.40161725,43.7,41.9,2.5,19
1,B,Equipment Use,35.072973,-101.690273,TX,Sep,8/18/2015,2015,15,0.1,23.56176471,24.45484496,23.08612245,19.15942164,5.664482431,6.007364341,6.77877551,4.989542484,58.33396765,54.34046693,56.4,63.15514019,61,5,5,70.8
35,C,Miscellaneous,32.05001,-96.48163,TX,Jul,6/28/2008,2008,12,1,28.42911548,28.37002342,29.30918919,27.29811321,3.320098644,2.942253521,3.226086957,3.31302521,62.87777778,65.64,59.75,70.70273109,72,67.7,2,99.7
