Fire_Size,Fire_Cause,Latitude,Longitude,State,Discovery_Date
5.0,Miscellaneous,29.12350999,-98.11139997,TX,1/5/2006
1.0,Smoking,30.624378,-96.330893,TX,3/7/2015
1.0,Arson,34.59139001,-80.54666997,SC,11/3/2003
20.0,Missing/Undefined,34.8482,-95.01569999,OK,2/9/2005
9.85,Debris Burning,31.02267521,-83.21927174,GA,1/29/2007
45.0,Debris Burning,34.2931,-89.8353,MS,2/12/2004
3.0,Missing/Undefined,34.45472,-77.54036,NC,1/9/2008
1.0,Equipment Use,35.03944002,-79.63884002,NC,4/4/2006
3.0,Lightning,36.77667002,-104.6567,NM,5/2/2002
3.0,Arson,35.69109001,-91.4365,AR,7/27/2006
88.0,Debris Burning,28.73449001,-99.34864001,TX,6/28/2005
5.0,Debris Burning,32.40424997,-80.64554002,SC,4/8/2007
1.5,Debris Burning,33.2292,-85.8344,AL,5/31/2000
2.5,Railroad,29.7761,-82.6992,FL,4/18/2001
4.0,Miscellaneous,34.50134998,-80.77601001,SC,2/15/2006
1.0,Debris Burning,35.3217,-79.1417,NC,3/25/1993
2.0,Miscellaneous,33.35526651,-96.64863807,TX,1/19/2009
20.0,Equipment Use,45.7846,-111.7601,MT,7/17/2006
5.0,Miscellaneous,42.92613722,-98.05229187,SD,1/19/2012
2.0,Miscellaneous,43.7651,-97.98207,SD,3/23/2002
2.0,Debris Burning,33.02441,-86.03427,AL,1/26/1996
13.0,Debris Burning,35.32319,-92.82726,AR,10/29/2010
1.0,Missing/Undefined,21.4605408,-158.0150604,HI,6/9/2003
5.0,Arson,31.5261,-90.5969,MS,3/6/2007
18.0,Lightning,43.65138889,-103.8575,SD,5/24/2012
30.0,Arson,31.4944,-89.3125,MS,6/14/2006
3.0,Arson,33.355125,-96.819386,TX,8/26/2014
20.0,Lightning,28.65,-81.15,FL,5/20/1998
15.0,Miscellaneous,30.915,-88.7178,MS,5/13/2006
2.93,Miscellaneous,32.16962723,-81.37363708,GA,11/16/2010
3227.0,Lightning,36.415,-112.2827778,AZ,5/16/2015
4.0,Debris Burning,30.14041997,-95.78606001,TX,2/26/2000
3.0,Debris Burning,38.70667,-82.4525,OH,7/17/2007
10.0,Miscellaneous,33.88347999,-98.76309999,TX,3/5/2006
1.0,Miscellaneous,34.35008998,-93.29044,AR,11/15/2003
2.0,Lightning,41.99888888,-122.255,CA,7/7/2004
22.0,Debris Burning,37.79821629,-81.73433097,WV,2/3/2006
6.0,Arson,33.8328,-86.7353,AL,3/26/1997
13775.0,Lightning,64.0625,-156.2675,AK,5/29/2005
1.0,Arson,34.5497,-83.9497,GA,10/28/1998
25.0,Miscellaneous,35.94669999,-79.40458001,NC,1/11/2006
60.0,Debris Burning,31.4942,-89.7064,MS,2/12/2004
2.0,Equipment Use,39.01133,-82.34483,OH,2/21/2009
5.0,Arson,33.2178,-86.1811,AL,2/6/2000
3.0,Lightning,30.3918,-101.2354,TX,4/29/2009
2.0,Smoking,34.8333,-79.1,NC,1/1/2004
80.0,Miscellaneous,40.81028,-74.09361,NJ,3/6/1999
2.0,Arson,37.55480873,-92.40514991,MO,3/8/1995
1.0,Equipment Use,28.6725,-81.85333,FL,2/28/2008
15.0,Arson,36.8075,-88.5417,KY,11/2/1999
2.0,Miscellaneous,32.50208,-94.86875,TX,8/15/1999
10.0,Arson,30.6683,-88.3186,AL,5/29/1998
3.0,Arson,30.21875002,-93.85207998,TX,3/22/2001
0.6,Lightning,32.08753,-93.60526,LA,5/4/2013
2.0,Arson,32.3542,-88.7869,MS,3/1/2004
2.0,Railroad,34.0581,-87.9258,AL,4/15/1999
1.0,Miscellaneous,45.4298,-101.1364,SD,5/10/2015
1.0,Equipment Use,44.07367788,-103.217131,SD,6/25/2001
1.3,Equipment Use,31.33567,-93.38733,LA,2/28/2010
25.0,Lightning,36.22585,-102.45346,TX,5/3/2009
40.2,Lightning,28.4461,-81.9646,FL,5/19/2011
5.0,Arson,34.5983,-92.3114,AR,3/20/2000
1.74,Miscellaneous,42.20552578,-77.10642343,NY,3/21/2010
49.25,Lightning,48.6118,-119.6794,WA,5/16/2009
1.0,Railroad,31.58740776,-102.9178309,TX,9/24/2009
2.0,Debris Burning,34.33332999,-92.18332998,AR,3/4/2006
12.0,Arson,32.8972,-89.3517,MS,4/28/2006
2.0,Missing/Undefined,30.958917,-88.609048,MS,1/8/2009
2.0,Debris Burning,38.07654342,-82.42226774,WV,2/25/2008
25.0,Arson,30.6789,-88.5114,MS,1/12/2003
3.0,Debris Burning,35.25166998,-88.47333998,TN,9/7/2006
4.0,Arson,32.5019,-89.7144,MS,7/24/2000
10.0,Debris Burning,32.61042,-94.38541,TX,8/11/1998
2.5,Debris Burning,45.8425455,-94.31172021,MN,9/14/2010
440.0,Lightning,42.71777778,-109.2738889,WY,7/27/2001
2.0,Lightning,28.48917,-81.05666999,FL,6/13/2003
1.0,Missing/Undefined,30.545695,-89.139852,MS,1/1/2009
3.0,Smoking,31.4636,-88.4897,MS,2/24/2006
7.0,Miscellaneous,35.3,-78.3333,NC,5/14/2002
9.0,Missing/Undefined,32.83702644,-93.1120861,LA,7/7/2005
6.0,Arson,35.9047,-90.4317,AR,9/1/1999
2.0,Debris Burning,27.765107,-98.198727,TX,11/30/2010
230.0,Missing/Undefined,40.6227,-108.1073,CO,7/31/2011
7.0,Miscellaneous,34.2139,-81.3989,SC,2/3/2001
3.0,Smoking,34.8833,-78.8333,NC,2/9/2000
5.0,Debris Burning,34.6011,-95.2961,OK,7/26/1999
1.0,Debris Burning,31.5019,-86.7097,AL,3/20/2001
3.0,Smoking,42.74312941,-77.34057748,NY,3/3/2010
1.0,Railroad,28.0781,-81.3581,FL,11/27/2000
12.05,Railroad,45.88442621,-91.5681334,WI,3/31/2003
1.0,Debris Burning,35.3,-78.0333,NC,10/8/2004
850.0,Lightning,35.77500001,-103.9694,NM,7/8/2000
2.0,Missing/Undefined,35.78301999,-94.83950002,OK,1/19/2005
1.0,Miscellaneous,32.04276,-96.36865,TX,5/15/2008
7.0,Arson,34.0011405,-85.22309944,GA,6/18/2008
2.0,Miscellaneous,32.995,-92.4569,LA,9/27/2000
10.0,Arson,33.6536,-89.3753,MS,2/6/2002
3.1,Debris Burning,30.72436836,-83.57424969,GA,10/24/2005
5.0,Equipment Use,29.375167,-97.95047899,TX,9/14/2014
8.0,Campfire,31.6805,-94.2975,TX,9/11/2007
1.5,Equipment Use,34.51277998,-81.78221998,SC,4/24/2005
75.0,Arson,37.6292,-83.1347,KY,1/17/1999
1.0,Debris Burning,33.024343,-96.374726,TX,6/3/2014
1.0,Equipment Use,37.1107,-93.07404,MO,8/15/2000
2.5,Lightning,35.13,-111.87,AZ,7/17/2000
170.0,Miscellaneous,30.23,-85.5,FL,2/14/1994
332.0,Missing/Undefined,35.58333333,-94.46666666,OK,2/23/2001
1.0,Smoking,35.9783,-79.1417,NC,3/20/1994
2.0,Equipment Use,34.16679,-80.10006,SC,4/2/2008
12.0,Missing/Undefined,37.84960998,-83.14664002,KY,1/30/2006
0.75,Debris Burning,30.78835954,-82.03136659,GA,4/13/2005
4.03,Debris Burning,31.91998489,-83.40931592,GA,11/19/2006
7.0,Arson,33.9633,-85.4517,AL,9/26/1998
10.0,Missing/Undefined,35.01406,-79.18603,NC,10/19/2008
96.0,Miscellaneous,43.393,-98.2201,SD,2/29/2012
20.0,Railroad,30.7609201,-98.27403649,TX,3/25/2014
15.0,Equipment Use,28.34,-82.59,FL,10/14/1997
25.0,Debris Burning,34.8811,-87.8422,AL,7/3/1999
2.0,Debris Burning,35.185,-79.125,NC,4/2/1992
0.7,Lightning,45.94388889,-115.5661111,ID,6/15/2002
2.0,Debris Burning,30.69666997,-94.75361,TX,2/24/2006
1.0,Equipment Use,25.7447,-80.15,FL,3/9/2002
2.0,Children,47.5471,-117.684,WA,5/19/2008
3.0,Missing/Undefined,34.9209,-95.28689999,OK,7/4/2005
5.0,Equipment Use,37.645,-121.425,CA,7/8/2005
10.0,Debris Burning,32.501757,-100.005168,TX,8/29/2015
3.25,Debris Burning,30.96996128,-83.00648708,GA,5/8/2006
2.0,Miscellaneous,31.9492,-92.0308,LA,1/13/1999
1074.0,Arson,48.21954195,-95.80107078,MN,3/21/2008
9.0,Equipment Use,36.3922,-91.8339,AR,11/2/2002
15.0,Missing/Undefined,34.68628,-79.51416,NC,5/8/2008
1.0,Debris Burning,31.8944,-88.9339,MS,11/7/2000
5.0,Debris Burning,33.2642,-93.5736,AR,8/31/2000
3.0,Debris Burning,32.7633,-89.6789,MS,7/18/2005
9.0,Debris Burning,45.68275,-92.3091,WI,2/15/2010
2.0,Powerline,36.179959,-120.390999,CA,3/20/2012
5.0,Children,25.62472,-80.30945,FL,4/4/2008
1.0,Lightning,42.52429704,-73.50885513,NY,2/12/2010
50.0,Miscellaneous,43.28236,-97.07683,SD,3/6/2000
1.5,Miscellaneous,32.07073,-94.58177,TX,1/20/2010
5.0,Missing/Undefined,44.59725999,-103.3763,SD,7/7/2005
25.0,Arson,34.65752,-79.15820001,NC,1/31/2006
1.0,Debris Burning,30.243739,-96.937577,TX,8/27/2013
2.0,Campfire,38.36931581,-82.24716116,WV,9/22/2010
6.0,Debris Burning,32.9361,-86.2419,AL,9/28/2000
2.0,Campfire,40.3247,-74.0949,NJ,2/25/2008
2.0,Debris Burning,30.98667,-85.49611,FL,1/2/2009
22.0,Arson,33.4931,-89.4653,MS,3/16/2006
5.0,Lightning,34.0575,-98.78801,TX,6/4/2008
10.0,Missing/Undefined,30.555198,-88.469091,MS,5/14/2009
10.0,Debris Burning,34.02896001,-92.96345998,AR,3/13/2003
15.0,Arson,33.9428,-89.8897,MS,10/24/2005
1.6,Children,43.09068799,-76.13895395,NY,4/1/2010
48.0,Arson,36.43332998,-82.90999998,TN,1/28/2006
2.0,Debris Burning,33.4975,-90.0189,MS,1/24/2007
10.0,Arson,33.7492,-85.4567,AL,9/9/2000
1.0,Miscellaneous,30.08888998,-82.49833,FL,3/17/2007
1.1,Miscellaneous,32.30077566,-84.60008748,GA,10/4/2010
2.0,Debris Burning,30.62848001,-104.0979,TX,1/7/2005
2.0,Debris Burning,37.5737,-92.62186,MO,3/13/2002
5.0,Debris Burning,31.9317,-89.0675,MS,11/20/2005
11.0,Arson,35.4717,-85.3517,TN,4/4/2001
10.0,Campfire,32.3442,-85.4606,AL,1/27/2000
1.0,Lightning,32.30353,-94.92290999,TX,7/24/2000
20.0,Missing/Undefined,35.2,-92.15,AR,2/13/2013
1.0,Miscellaneous,37.496,-79.681,VA,8/20/2015
5.0,Missing/Undefined,33.65416667,-81.80833333,SC,4/27/1993
2.0,Debris Burning,31.33958,-94.82290999,TX,1/16/2000
33.0,Debris Burning,38.07988,-93.49511,MO,3/6/2002
5.0,Missing/Undefined,38.15688788,-102.5412514,CO,3/3/2005
6.0,Missing/Undefined,30.65444,-84.91139,FL,5/10/2008
3.0,Debris Burning,33.495826,-94.6245859,TX,7/26/2010
69.4,Debris Burning,33.8938889,-85.6263889,AL,8/16/2010
2.0,Arson,37.8847,-83.0025,KY,3/1/1998
60.0,Equipment Use,30.32,-84.91,FL,10/15/1996
2.0,Debris Burning,29.78798172,-98.95822061,TX,2/14/2009
1.0,Debris Burning,32.56305999,-81.07694001,SC,3/31/2003
1.0,Equipment Use,36.65611111,-119.5111111,CA,5/21/1995
2.0,Debris Burning,32.13749407,-93.86693399,LA,11/13/2005
3.0,Arson,37.3494,-83.3614,KY,10/30/1997
2.0,Debris Burning,32.102498,-97.075024,TX,8/27/2013
1.0,Missing/Undefined,35.72812,-81.47432,NC,3/30/2007
0.79,Debris Burning,31.40297457,-84.2779768,GA,1/13/2005
1.8,Debris Burning,34.4983,-83.7425,GA,3/9/1998
3.0,Missing/Undefined,36.7415,-83.92600001,KY,2/24/2004
4.9,Arson,35.82225,-82.63278,NC,2/6/2009
300.0,Arson,37.1836,-83.0664,KY,10/24/2000
1.0,Debris Burning,30.23083,-83.04722001,FL,2/18/2006
0.75,Debris Burning,43.21295317,-89.87304411,WI,2/6/2005
1.0,Arson,33.4414,-89.6278,MS,4/24/2004
18.7,Debris Burning,38.01111,-77.01111,VA,7/25/2008
30.0,Arson,32.8503,-91.4842,LA,9/12/2000
5.0,Miscellaneous,33.46496,-96.46631,TX,9/23/2008
6.2,Debris Burning,32.16362736,-83.51539438,GA,11/22/2003
1.0,Lightning,46.25027778,-114.6455556,ID,7/30/2013
3.4,Campfire,44.315757,-90.082908,WI,4/9/1998
3.0,Arson,33.97903,-80.05594,SC,7/27/2009
0.7,Lightning,27.08,-82.11,FL,5/14/2000
2.5,Arson,31.61078357,-82.07849146,GA,2/3/2007
1.0,Arson,42.6831,-73.5408,NY,3/13/2014
15.0,Debris Burning,40.04457,-101.7229,NE,5/14/2008
10.0,Debris Burning,30.4867,-88.4919,MS,11/28/2002
1.0,Miscellaneous,44.70331,-100.08051,SD,4/7/2011
4.0,Arson,33.5706,-80.8428,SC,2/3/1998
1.0,Arson,34.465,-77.8817,NC,2/24/1996
1.0,Missing/Undefined,37.28139998,-83.31939,KY,3/20/2005
1.0,Arson,34.9667,-79.15,NC,3/7/2002
2.0,Debris Burning,35.48873,-93.65695998,AR,1/30/2005
1.0,Arson,25.61749998,-80.46471997,FL,2/2/2004
1.0,Miscellaneous,33.38972001,-80.51055998,SC,4/28/2004
1.0,Missing/Undefined,34.8774,-94.88209997,OK,1/18/2005
40.0,Miscellaneous,48.5,-100.02,ND,3/8/2007
2.0,Lightning,34.2667,-80.5667,SC,7/17/1997
1.0,Debris Burning,47.5689,-113.7484,MT,3/21/2006
1.0,Lightning,48.2114,-109.201,MT,6/24/1997
8.0,Arson,25.43999999,-80.56612,FL,9/25/2003
32.0,Lightning,27.18332999,-80.65082998,FL,7/14/2006
8.0,Debris Burning,33.3903,-80.7044,SC,3/23/2002
2.0,Debris Burning,45.528077,-93.523371,MN,3/28/1999
2.0,Children,35.3817,-77.9017,NC,3/14/1996
200.0,Missing/Undefined,37.35163,-83.23072999,KY,1/31/2006
1.0,Debris Burning,28.892789,-98.713076,TX,2/15/2013
1.0,Equipment Use,33.77884247,-85.01497316,GA,2/21/2009
1.0,Debris Burning,39.25031319,-81.60827838,WV,2/2/2009
1.0,Railroad,46.0177,-112.7805,MT,8/16/2000
1.0,Debris Burning,29.36153981,-97.98022181,TX,4/25/2009
1.0,Arson,35.18254,-92.32323,AR,2/24/2008
30.0,Equipment Use,34.44472001,-79.33250002,SC,3/13/2003
1.0,Debris Burning,30.75008525,-93.96224218,TX,7/14/2010
50.0,Arson,32.7331,-91.5539,LA,8/31/2000
1.0,Arson,35.72499999,-85.20499999,TN,2/28/2006
1508.6,Arson,44.86286,-108.29522,WY,3/28/2013
2.0,Debris Burning,33.99,-85.7986,AL,7/30/1998
2.0,Debris Burning,33.29674999,-93.51525998,AR,3/6/2004
5.0,Missing/Undefined,31.265028,-89.825559,MS,9/14/2010
4.0,Miscellaneous,34.5381,-95.6836,OK,7/23/2002
770.0,Equipment Use,44.70972222,-67.65694444,ME,4/9/2006
70.0,Equipment Use,39.41388888,-121.715,CA,9/5/1997
4.0,Arson,34.5725,-95.3136,OK,1/20/2000
10.0,Lightning,35.3333,-77.8333,NC,7/22/2002
50.0,Missing/Undefined,36.27833,-84.67834,TN,9/22/2008
136.0,Smoking,35.5667,-81.6,NC,2/22/2002
1.0,Debris Burning,41.588293,-83.942646,OH,3/27/2014
10.0,Missing/Undefined,31.141284,-90.041272,MS,2/25/2008
2.0,Debris Burning,33.335,-86.3878,AL,1/9/1999
1.0,Debris Burning,33.6667,-81.4333,SC,8/27/1998
2.0,Missing/Undefined,31.480287,-89.830482,MS,11/23/2010
5.0,Equipment Use,48.34136364,-102.4528842,ND,6/19/2005
1.06,Debris Burning,32.77007132,-83.77242131,GA,1/29/2007
4.0,Arson,31.2042,-89.4267,MS,10/25/2005
5.0,Debris Burning,38.51151346,-80.95363826,WV,4/6/2006
111.5,Missing/Undefined,30.00694,-83.33667,FL,3/14/2008
15.0,Debris Burning,34.4828,-89.0572,MS,2/5/2001
1.0,Powerline,31.89115835,-101.8118906,TX,7/13/2010
1.5,Equipment Use,33.9169,-81.1603,SC,7/1/2002
30.0,Debris Burning,31.4256,-91.8292,LA,1/27/2002
1.0,Debris Burning,32.50305997,-94.57221997,TX,5/4/2003
2.0,Equipment Use,32.40767,-96.31693,TX,10/9/2008
1.0,Arson,35.09695999,-90.71299997,AR,4/3/2006
5.0,Debris Burning,34.415,-93.2581,AR,1/2/1998
1.0,Debris Burning,31.9315462,-94.6676462,TX,6/4/2012
50.0,Missing/Undefined,35.59882353,-94.92144249,OK,2/25/2006
3.0,Debris Burning,35.1236,-92.3189,AR,3/16/2002
0.7,Debris Burning,32.9725,-83.4036,GA,8/1/1999
15.0,Debris Burning,29.1508115,-98.6724831,TX,1/16/2014
1.0,Powerline,32.59251,-94.26992,TX,3/14/2014
8.0,Missing/Undefined,35.22292,-78.84447,NC,4/23/2007
2.0,Miscellaneous,30.36447,-98.828502,TX,1/28/2010
46.0,Arson,36.25834001,-83.59167002,TN,2/28/2006
3.04,Arson,44.99042,-88.24741,WI,10/2/2007
12.0,Equipment Use,29.90068998,-98.31833997,TX,8/3/2006
1.0,Miscellaneous,32.12571,-95.42822,TX,2/12/2008
1.0,Debris Burning,32.9187494,-94.9371737,TX,8/26/2013
21.2,Railroad,30.4361,-81.7669,FL,1/18/2000
5.66,Debris Burning,30.92345071,-83.28868141,GA,3/29/2004
16.0,Arson,30.4497,-88.2689,AL,3/22/1999
5.0,Miscellaneous,31.54632998,-97.25572002,TX,1/28/2006
32.3,Arson,31.22140367,-84.49877287,GA,3/18/2004
3.0,Debris Burning,32.53496811,-92.92768001,LA,6/24/2006
3.0,Equipment Use,32.5428,-89.0344,MS,10/1/2001
29.0,Lightning,31.29448352,-92.28536417,LA,2/9/2005
1.0,Debris Burning,30.24281,-95.91253,TX,5/17/2012
30.0,Arson,33.5533,-86.5081,AL,1/17/1999
4.0,Debris Burning,34.24999998,-92.80750001,AR,2/17/2005
1.0,Arson,36.76416667,-78.72305556,VA,6/15/2010
3.0,Missing/Undefined,38.29093001,-107.5355,CO,3/3/2003
5.0,Miscellaneous,30.13128,-98.28824998,TX,3/28/2005
3.0,Debris Burning,31.51084,-94.02809998,TX,8/3/2006
5.0,Miscellaneous,31.882721,-97.029763,TX,1/15/2014
1.0,Children,33.4517,-81.8694,SC,2/18/2002
8.0,Arson,33.7328,-86.84,AL,3/20/1997
2.0,Miscellaneous,38.48321082,-82.28529334,WV,9/14/2007
10.0,Lightning,31.62269,-94.79307,TX,5/26/2008
1.0,Miscellaneous,30.94193999,-86.19917002,FL,2/22/2004
0.91,Smoking,41.1101,-74.1265,NY,3/25/2014
1.0,Debris Burning,35.2667,-79.7833,NC,1/26/2004
2.0,Equipment Use,33.9462339,-98.663345,TX,6/21/2013
5.0,Campfire,32.19061,-86.47551,AL,9/17/1995
1.0,Debris Burning,41.745216,-76.477363,PA,2/1/2009
10.0,Missing/Undefined,32.11116,-88.446306,MS,7/7/2010
1.0,Campfire,44.80333333,-93.28388889,MN,5/27/2004
1.0,Equipment Use,36.66294444,-78.48913889,VA,2/9/2014
640.0,Arson,48.9124049,-96.80969308,MN,3/24/2006
2.0,Miscellaneous,30.13917,-82.17444,FL,3/18/2009
3.0,Miscellaneous,34.9333,-78.8667,NC,1/21/2000
2.0,Railroad,30.14,-82.84,FL,11/14/1999
1.0,Campfire,25.8897,-80.2517,FL,1/20/2002
5.7,Debris Burning,34.46824244,-83.89826432,GA,3/19/2008
10.0,Debris Burning,30.8942,-88.4781,MS,2/17/2007
1.25,Miscellaneous,41.6346,-74.7174,NY,3/24/2014
20.0,Debris Burning,32.6522,-89.4669,MS,10/13/2005
2.5,Debris Burning,33.1225,-80.5419,SC,2/27/2002
1.0,Miscellaneous,30.33185,-97.55943,TX,6/7/2008
4.7,Children,30.89280735,-83.25455129,GA,1/29/2007
11.0,Children,38.56159923,-81.59071042,WV,3/3/2010
5.0,Missing/Undefined,31.523588,-89.94898,MS,1/31/2008
1.0,Miscellaneous,34.3125,-92.8311,AR,2/5/1997
4.0,Debris Burning,34.91000001,-80.93111001,SC,1/21/2004
188.0,Fireworks,38.28185411,-81.38729533,WV,10/1/2010
1.0,Arson,48.63638889,-98.56833333,ND,10/7/2006
46.0,Arson,37.5822,-83.8008,KY,10/2/2001
20.0,Smoking,45.7,-109.5,MT,7/15/2006
10.0,Equipment Use,34.88708,-79.32374,NC,8/17/2005
2.0,Arson,30.9611,-88.0311,AL,9/23/2000
3.0,Railroad,36.4283,-88.9733,TN,1/7/2000
5.0,Smoking,32.696645,-102.640067,TX,9/16/2014
31.0,Lightning,29.07721998,-82.55610999,FL,5/4/2004
1.0,Debris Burning,26.298109,-98.72426,TX,8/3/2012
4.0,Debris Burning,33.48626,-81.0171,SC,1/30/2008
1.48,Debris Burning,31.41086343,-83.43406108,GA,11/16/2006
2.0,Arson,33.5203,-81.805,SC,1/18/2000
2.5,Arson,41.23447253,-73.99388623,NY,10/8/2010
10.0,Arson,35.9264,-93.0022,AR,3/10/2000
2.0,Debris Burning,36.2583,-79.495,NC,7/25/1998
1.0,Debris Burning,32.5697,-86.2672,AL,9/1/1997
1.0,Missing/Undefined,38.34195997,-82.79264,KY,1/24/2006
3.0,Lightning,65.199996,-148.300003,AK,6/21/1995
1.0,Arson,32.8197,-91.5189,LA,9/2/2000
30.0,Equipment Use,32.32153,-99.80813,TX,1/20/2008
1.5,Lightning,27.0819,-80.5886,FL,5/16/2001
15.0,Miscellaneous,32.93944998,-94.58944997,TX,8/20/2004
25.0,Debris Burning,35.09332997,-84.89333,TN,2/28/2006
50.0,Missing/Undefined,36.09832999,-94.74167001,OK,3/4/2005
12.0,Miscellaneous,34.93591,-78.74777,NC,2/5/2005
6.0,Lightning,31.83064898,-92.08379186,LA,9/23/2005
2.8,Arson,40.80455556,-76.51019444,PA,3/9/2010
50.0,Arson,38.0197,-82.8475,KY,3/10/2001
2.5,Lightning,46.04138889,-115.3947222,ID,7/15/2015
6.0,Arson,34.0064,-85.6403,AL,2/2/1999
15.0,Arson,31.1367,-88.0483,AL,1/25/2002
1.0,Debris Burning,40.520928,-81.106426,OH,3/7/2013
9.0,Powerline,38.12970903,-81.26166518,WV,3/31/2007
1.0,Arson,34.45,-92.7233,AR,1/25/1997
3.8,Arson,34.20004864,-83.92991036,GA,4/27/2007
10.0,Equipment Use,43.1394,-98.2847,SD,9/10/2015
3.0,Debris Burning,31.32432001,-94.80463,TX,2/18/2006
1.0,Missing/Undefined,37.28515998,-87.14453001,KY,10/13/2005
1.0,Arson,33.57,-81.7881,SC,6/14/1998
6.0,Debris Burning,47.2160059,-93.72154115,MN,4/18/2004
125.0,Miscellaneous,39.139306,-83.696,OH,1/3/2012
25.5,Equipment Use,28.5,-82.34,FL,4/27/2000
1.0,Debris Burning,32.21369,-96.24668,TX,8/26/2008
1.5,Children,44.99126433,-84.65964154,MI,3/25/2003
1.0,Miscellaneous,31.7161,-91.3128,MS,8/30/2003
2.79,Debris Burning,31.61850695,-82.5601864,GA,2/6/2009
3.78,Equipment Use,34.1527973,-83.88828115,GA,4/18/2007
15.0,Debris Burning,38.98,-95.79,KS,3/5/2006
10.0,Equipment Use,45.1323,-97.973,SD,9/11/2011
8.0,Equipment Use,30.537063,-95.765845,TX,10/19/2014
2.0,Equipment Use,32.55200616,-93.19717038,LA,2/28/2005
0.8,Miscellaneous,37.69611111,-121.6969444,CA,9/8/2006
2.0,Missing/Undefined,37.75997997,-83.66444002,KY,2/26/2004
1.51,Debris Burning,31.64243655,-84.50026038,GA,2/17/2004
1.0,Lightning,43.35788,-103.47567,SD,7/29/2002
1.0,Debris Burning,33.5314,-85.5631,AL,9/10/2001
2.0,Debris Burning,30.22388998,-94.90667,TX,9/23/2005
1.0,Arson,37.4775,-83.2686,KY,1/23/1998
300.0,Missing/Undefined,21.5759258,-158.1063538,HI,8/30/2003
2.0,Miscellaneous,38.38641,-91.0969,MO,2/12/2001
10.8,Railroad,44.09536,-89.79704,WI,5/21/2007
3.0,Debris Burning,34.93333001,-81.19999998,SC,2/11/2005
5.0,Railroad,28.5992,-82.5089,FL,10/8/2001
7.0,Arson,31.9697,-90.3544,MS,1/20/2007
10.0,Arson,34.86080998,-79.03252,NC,1/18/2006
39.0,Lightning,39.1414,-109.4671,UT,6/27/2006
1.0,Lightning,43.94299997,-100.2381,SD,6/7/2006
18.0,Arson,33.899331,-87.243347,AL,2/4/2010
7.0,Debris Burning,33.38326998,-80.50858001,SC,2/5/2007
1.0,Debris Burning,34.2825,-92.7969,AR,7/26/1999
8.0,Debris Burning,35.3633,-87.9867,TN,3/22/1999
40.0,Arson,31.8436,-88.6736,MS,8/28/2004
26.0,Arson,31.2083,-91.1825,MS,2/22/2003
250.0,Miscellaneous,36.46527778,-82.80861111,TN,3/13/2008
85.0,Equipment Use,35.2783,-77.9883,NC,3/13/1993
7.0,Campfire,40.63718611,-76.39611667,PA,5/8/2009
30.0,Arson,31.9836,-89.4414,MS,3/3/2006
0.6,Miscellaneous,43.49509,-90.33102,WI,3/11/2006
1.0,Miscellaneous,28.07695,-81.55445,FL,2/19/2009
5.0,Debris Burning,38.55795,-92.68602,MO,10/3/1999
1.0,Debris Burning,32.4302305,-95.14641,TX,5/11/2014
17.5,Equipment Use,32.72425,-99.3474,TX,7/14/2008
15.0,Equipment Use,33.66154,-93.75803,AR,11/15/2010
1.0,Lightning,39.845,-120.9133333,CA,7/1/1993
1.0,Arson,45.459762,-93.601171,MN,3/19/1999
1.0,Debris Burning,28.51667,-82.29722,FL,3/23/2009
1.07,Debris Burning,32.09627492,-84.22848746,GA,8/16/2006
0.65,Debris Burning,43.19328219,-90.09747206,WI,2/3/2005
10.0,Arson,34.8519,-88.4631,MS,1/12/2005
8.0,Debris Burning,33.09640002,-92.22750998,AR,2/3/2006
480.0,Miscellaneous,45.6141,-100.1198,SD,3/16/2008
10109.2,Lightning,63.68,-157.8828,AK,5/27/2015
100.0,Debris Burning,27.17443998,-82.29443998,FL,2/19/2004
3.0,Debris Burning,34.33,-92.9883,AR,8/15/1999
1.0,Equipment Use,32.643244,-96.150452,TX,6/25/2009
20.0,Miscellaneous,26.69308917,-98.83275742,TX,2/26/2010
3.0,Arson,33.7492,-85.4217,AL,3/13/1999
35.0,Lightning,29.715,-85.16749997,FL,6/21/2005
840.0,Lightning,45.85819997,-107.0467,MT,8/2/2005
30.0,Missing/Undefined,30.428713,-89.148177,MS,1/28/2008
4.0,Arson,32.9961,-81.2911,SC,5/7/2001
86.0,Miscellaneous,43.13757082,-98.21708679,SD,2/29/2012
2.0,Missing/Undefined,33.191747,-89.947305,MS,2/9/2008
6.0,Lightning,27.4331,-81.9653,FL,3/7/2002
1.0,Debris Burning,34.9833,-78.95,NC,6/9/2002
1.0,Debris Burning,32.24334959,-94.4617688,TX,6/4/2009
81.0,Lightning,36.21875,-112.11583,AZ,8/6/1999
120.0,Debris Burning,45.8028,-97.3467,SD,4/5/2008
5.0,Debris Burning,31.12195,-95.30249,TX,1/29/2006
3.0,Debris Burning,30.39379,-95.87783,TX,1/14/2011
100.0,Miscellaneous,43.19666671,-99.53235626,SD,2/22/2011
1.5,Debris Burning,38.20806,-82.92715,KY,9/14/2012
1.0,Equipment Use,35.6783,-75.885,NC,1/5/1992
1.0,Debris Burning,42.4811,-77.33912,NY,3/2/2010
0.75,Lightning,44.20519999,-103.3625,SD,6/26/2006
3.0,Arson,34.5931,-92.2635,AR,10/12/2005
20.0,Arson,37.3011,-83.2586,KY,2/17/1999
1.0,Arson,34.4317,-78.1417,NC,5/26/1998
2.0,Debris Burning,29.06236176,-95.5961677,TX,8/8/2009
